unit,ts,sensor,value,document_id
°C,2025-12-06 10:43:53.669000+00:00,freezer_temp,-15.0,AI1BVnqB2xmBSmJeKmQd
°C,2025-12-04 07:48:09.283000+00:00,freezer_temp,12.0,AJ3Uny0Kfxdtri9dP93Y
°C,2025-12-05 12:37:12.828000+00:00,freezer_temp,-1.0,AJnz16kgRVjq56tKQ7cO
°C,2025-12-06 11:12:09.766000+00:00,freezer_temp,-1.0,AJsdgnCOPxR7u8XripHG
°C,2025-12-05 13:24:17.382000+00:00,freezer_temp,6.0,AKYL0t85ENc1sTiydCSZ
°C,2025-12-06 12:27:42.909000+00:00,freezer_temp,-5.0,ALHGDp7msD4waJYUP9pm
°C,2025-12-10 06:15:52.181000+00:00,freezer_temp,24.81,ALfdbny0RTOSJSZIzhy2
°C,2025-12-10 12:00:50.364000+00:00,freezer_temp,0.0,AM53Q7qULfg6qn3bs5rY
°C,2025-12-04 12:04:45.302000+00:00,freezer_temp,15.0,AMcEa5xgdmlXjDG1E1xt
°C,2025-12-06 11:16:24.081000+00:00,freezer_temp,4.0,AMcKgh2w5tbrNzawq93W
°C,2025-12-09 10:32:34.633000+00:00,freezer_temp,0.0,ANFfYz16hCfKKfEa3CTo
°C,2025-12-09 10:22:54.625000+00:00,freezer_temp,0.0,ANLWtdxQmZw0FQCgJi4N
°C,2025-12-06 11:19:49.093000+00:00,freezer_temp,-15.0,ANuw5ivW5kLHr1woiFvA
°C,2025-12-06 11:58:15.202000+00:00,freezer_temp,-15.0,API1OuVxyyqOmRood7NJ
°C,2025-12-04 11:05:40.126000+00:00,freezer_temp,10.0,APejrx3Q8cfdLjKqQqR2
°C,2025-12-04 14:54:06.660000+00:00,freezer_temp,-6.0,APkIKHvDTqEq4f9wWg2C
°C,2025-12-10 05:52:07.121000+00:00,freezer_temp,43.25,APtifBAyB1gn4O5Xb7ub
°C,2025-12-08 12:23:38.841000+00:00,freezer_temp,20.44,AQ8EL5eYMS2mFb9vRYp4
°C,2025-12-06 11:20:16.126000+00:00,freezer_temp,4.0,AQBmV4FL1K7A7ahBhYUg
°C,2025-12-04 12:03:55.290000+00:00,freezer_temp,1.0,AQIoltgnblogS5WXcYG7
°C,2025-12-04 08:01:05.502000+00:00,freezer_temp,19.0,AQW18LRA3Jbz2JSDw5ef
°C,2025-12-09 10:19:54.567000+00:00,freezer_temp,0.0,AQXUgroZI6o3fXlwioo6
°C,2025-12-06 10:50:04.224000+00:00,freezer_temp,-4.0,AQlVCV6WtJb3FT9RaY5O
°C,2025-12-04 09:33:53.074000+00:00,freezer_temp,-3.0,ARGktA6znYNMtHwerFxb
°C,2025-12-06 14:07:07.431000+00:00,freezer_temp,-25.0,ARdm2UHnOJCLuGu0QAP5
°C,2025-12-05 14:40:19.416000+00:00,freezer_temp,8.0,ARkazUGmCDtUkXqH6QQa
°C,2025-12-06 12:13:24.623000+00:00,freezer_temp,-22.0,AS9fMluJyAkburGqA3Pv
°C,2025-12-05 12:45:53.747000+00:00,freezer_temp,6.0,AT1jG3r5mxtPqrhEiAsS
°C,2025-12-05 14:22:42.725000+00:00,freezer_temp,3.0,AT57Z61PkNzJMDFuUmov
°C,2025-12-05 14:19:07.404000+00:00,freezer_temp,2.0,ATVaFcs2DqqkRyFvpH2X
°C,2025-12-04 14:14:32.918000+00:00,freezer_temp,4.0,AU89zS2cOkDqPoKrUqTa
°C,2025-12-04 06:06:55.277000+00:00,freezer_temp,-16.0,AUByCQeyvoYAOwcI7e7k
°C,2025-12-04 11:15:41.035000+00:00,freezer_temp,-5.0,AUep0mm9orw0p4W5FtYB
°C,2025-12-06 10:53:59.521000+00:00,freezer_temp,-4.0,AUgbt10MTNR371iecRuT
°C,2025-12-05 12:24:31.650000+00:00,freezer_temp,-9.0,AV16jfQPzd4WCZpzYBmW
°C,2025-12-06 11:26:59.595000+00:00,freezer_temp,3.0,AVA1ivsebLnxM3kCP9LJ
°C,2025-12-04 14:45:15.861000+00:00,freezer_temp,2.0,AVGDBies8Haqg4NeXJJL
°C,2025-12-06 09:57:15.464000+00:00,freezer_temp,0.0,AVShgGyCkzhecFJMHZ7V
°C,2025-12-05 13:45:09.251000+00:00,freezer_temp,0.0,AVUxGFHIbnVss2HsTJpy
°C,2025-12-04 11:12:05.693000+00:00,freezer_temp,14.0,AVqlcnyBQKvNaiG7dDKm
°C,2025-12-06 09:07:05.901000+00:00,freezer_temp,18.0,AVr7PoTkMrF7QTMFyJRW
°C,2025-12-06 09:31:43.191000+00:00,freezer_temp,8.0,AW3F3HX758nZlCFQxi7O
°C,2025-12-05 13:59:00.606000+00:00,freezer_temp,-11.0,AWISAUZsC0gMA1X88zRW
°C,2025-12-06 12:30:03.968000+00:00,freezer_temp,1.0,AWWiPPKFi8ABimVC6wZT
°C,2025-12-10 04:37:44.954000+00:00,freezer_temp,0.0,AWgJQMP5tKBXV6BZAXZo
°C,2025-12-04 14:44:25.776000+00:00,freezer_temp,-3.0,AWjL4x6rvxOzvLUEQseZ
°C,2025-12-04 10:09:47.045000+00:00,freezer_temp,4.0,AWjOZ9IASzRKTRZtja4A
°C,2025-12-09 10:28:24.600000+00:00,freezer_temp,0.0,AWtK6vqkJzXShOXBHE4g
°C,2025-12-04 10:07:20.756000+00:00,freezer_temp,-19.0,AWuLrHJ71KWNZ39UwwPB
°C,2025-12-06 09:09:46.145000+00:00,freezer_temp,-7.0,AX0wsbLJILXxdG0V5IFP
°C,2025-12-06 09:14:06.591000+00:00,freezer_temp,-7.0,AX88cfkI3rqdlSuDPs1r
°C,2025-12-04 12:26:25.451000+00:00,freezer_temp,-11.0,AX8cdyeREaDlx9bfDuTy
°C,2025-12-04 14:56:21.878000+00:00,freezer_temp,-14.0,AXFma67W7cBF0ZHZ1qFt
°C,2025-12-06 09:21:12.227000+00:00,freezer_temp,-15.0,AXJ69UgaTDxYReW2uEon
°C,2025-12-03 05:44:47.505000+00:00,freezer_temp,-18.0,AY0yCQg0ISzq7tGQTeI5
°C,2025-12-06 10:04:21.198000+00:00,freezer_temp,12.0,AYTa7BPtQTFA2MTdJnRY
°C,2025-12-08 12:23:53.823000+00:00,freezer_temp,21.75,AYYERg4TxszD6Hm8fiHf
°C,2025-12-05 12:12:10.564000+00:00,freezer_temp,-5.0,AYdlBM3dGdTPAOC5O1x3
°C,2025-12-06 09:50:49.904000+00:00,freezer_temp,-10.0,AZVAtFExclCUu2fKpZvk
°C,2025-12-06 13:59:45.736000+00:00,freezer_temp,-16.0,AZmS36RMKbR6dcYUDL2G
°C,2025-12-05 13:19:41.938000+00:00,freezer_temp,-17.0,AZsUgd9Iuj5ZHRucs868
°C,2025-12-04 10:59:39.569000+00:00,freezer_temp,-19.0,AaBueNl2Xod1hsuZqjPt
°C,2025-12-06 09:19:32.062000+00:00,freezer_temp,11.0,AaMNPHUVX23vTGDIOiSp
°C,2025-12-06 12:14:00.772000+00:00,freezer_temp,-9.0,AaQFzQEwG5emHHU8J7nq
°C,2025-12-08 11:40:02.380000+00:00,freezer_temp,25.0,AahQDulhsa2qFNP2jhp2
°C,2025-12-04 11:17:46.256000+00:00,freezer_temp,1.0,AarLzrjmx8BqgN2MnMHe
°C,2025-12-06 14:16:07.982000+00:00,freezer_temp,-4.0,AbZLHxGA1rbipw79zSlI
°C,2025-12-06 12:26:48.762000+00:00,freezer_temp,-13.0,AcBi6pejt7jA8plYZOHN
°C,2025-12-05 13:30:02.902000+00:00,freezer_temp,-2.0,Acz5wWuJMviCKmtmeStH
°C,2025-12-04 05:43:48.664000+00:00,freezer_temp,17.0,AdCj6bMCVibKqR8fanoJ
°C,2025-12-04 11:28:07.201000+00:00,freezer_temp,-11.0,AdrHOV3gguOKwyDHd8is
°C,2025-12-04 05:48:27.546000+00:00,freezer_temp,-8.0,Ae83TSKRJYEDyV4ppfKW
°C,2025-12-04 07:42:19.167000+00:00,freezer_temp,-15.0,AeTVsASah7g9NMPtOZZn
°C,2025-12-08 11:33:07.322000+00:00,freezer_temp,40.0,AeWM3if7mOpfiiFZxCd5
°C,2025-12-04 14:12:37.701000+00:00,freezer_temp,7.0,AezIunlyc17UDdDrBu6K
°C,2025-12-08 11:26:17.321000+00:00,freezer_temp,28.0,Af8KKhLWjLgr7FZae6Jg
°C,2025-12-10 04:44:50.642000+00:00,freezer_temp,0.0,Af8RIY5ANtOPnWtsMHNM
°C,2025-12-05 14:20:02.483000+00:00,freezer_temp,-1.0,AfK2wuo7i7jDCSdAAsLH
°C,2025-12-06 10:49:44.177000+00:00,freezer_temp,-2.0,AfWiQTkiYcHtfgHp2t59
°C,2025-12-08 12:18:38.818000+00:00,freezer_temp,28.31,AfceygsdU5agMbrvWhvr
°C,2025-12-05 12:26:11.754000+00:00,freezer_temp,-18.0,AfuuJZp1ZysqaDkRGwfo
°C,2025-12-04 15:00:12.288000+00:00,freezer_temp,0.0,AfxeVul4xZP7vRYqBkc7
°C,2025-12-08 11:26:57.361000+00:00,freezer_temp,28.0,AgFYj1LvDtLsZB423Rg0
°C,2025-12-08 14:43:21.792000+00:00,freezer_temp,28.56,AgcAoOtPKz6AnApraYD3
°C,2025-12-05 12:11:45.528000+00:00,freezer_temp,-3.0,AglsG3mua1dyzBNlvdfv
°C,2025-12-04 06:24:57.512000+00:00,freezer_temp,17.0,Agov15ocjSUqvLruWUp1
°C,2025-12-05 12:01:38.848000+00:00,freezer_temp,-2.0,Agq5TDe1XwGv6HXPBifW
°C,2025-12-05 11:29:09.061000+00:00,freezer_temp,-15.0,Ah4WYT8p4BUai5fBQ6EL
°C,2025-12-06 10:35:17.978000+00:00,freezer_temp,9.0,Ah82PNhh6tGTX3rFuklK
°C,2025-12-06 10:37:18.120000+00:00,freezer_temp,-2.0,AhDxq09CWuO3bVTTRQWu
°C,2025-12-10 05:57:27.126000+00:00,freezer_temp,27.06,AhNEo2hI58jd16Y8d8cD
°C,2025-12-05 14:33:18.706000+00:00,freezer_temp,10.0,AhNOREVrQIUAHCZkyGxX
°C,2025-12-04 05:13:18.711000+00:00,freezer_temp,-12.0,AhWgpyVhA3NtMpntpNnH
°C,2025-12-05 13:37:33.611000+00:00,freezer_temp,10.0,AheqvAABnresiDWjBpea
°C,2025-12-05 12:35:27.645000+00:00,freezer_temp,13.0,AhzaTAxlqdjvtJPVpNDf
°C,2025-12-09 10:26:24.615000+00:00,freezer_temp,0.0,AhzettwCIHe5cZRqZod1
°C,2025-12-08 11:30:22.370000+00:00,freezer_temp,29.0,Ai6JEnLFpM0e02Qf62l3
°C,2025-12-05 12:21:51.417000+00:00,freezer_temp,-15.0,AiIWzWBa4n5UGHSvHhXk
°C,2025-12-04 10:56:59.359000+00:00,freezer_temp,-3.0,AiJYEAYBwX30Xm89EE3q
°C,2025-12-04 10:45:24.377000+00:00,freezer_temp,-16.0,AiuqfBcLzGth9G9BJZji
°C,2025-12-04 11:14:00.879000+00:00,freezer_temp,-10.0,AjMZfTDeURWe3VfpYmwU
°C,2025-12-06 11:03:37.253000+00:00,freezer_temp,16.0,AjNW2DSHLLXXwKnI00Rj
°C,2025-12-05 12:52:04.341000+00:00,freezer_temp,7.0,AjR8aNIdWi3k2g5T3KIh
°C,2025-12-06 12:08:21.204000+00:00,freezer_temp,0.0,Ak3NH8R70I62DOmboJ3R
°C,2025-12-08 12:19:43.859000+00:00,freezer_temp,28.31,Ak7NTx2xlfWS9zNHWZLn
°C,2025-12-04 09:44:45.603000+00:00,freezer_temp,15.0,Ak8xsxbskpkcCTmpn70V
°C,2025-12-04 09:12:04.196000+00:00,freezer_temp,-8.0,Akl1DiJe18TZma9qRwd9
°C,2025-12-06 14:03:55.004000+00:00,freezer_temp,-1.0,AkwsKPGv0oeexzmv6P2K
°C,2025-12-04 05:18:11.533000+00:00,freezer_temp,14.0,AlJvwyzyPTqIQ3LzYusE
°C,2025-12-04 05:29:16.626000+00:00,freezer_temp,-13.0,AldQn0JwpplSR2tI95wk
°C,2025-12-04 09:05:18.601000+00:00,freezer_temp,-2.0,AlhXVlG7sU3t9BbeSN7L
°C,2025-12-06 12:25:03.646000+00:00,freezer_temp,-24.0,Alvt1Ji9nctgp8c38C9i
°C,2025-12-06 12:26:21.806000+00:00,freezer_temp,-22.0,Am92ojaOYqbNlPt0fCte
°C,2025-12-06 12:02:09.481000+00:00,freezer_temp,-8.0,Ampd2vHVJjonROzTQtno
°C,2025-12-06 10:50:49.285000+00:00,freezer_temp,13.0,AnILvWFbY8ED8hQDIj9M
°C,2025-12-05 14:53:15.485000+00:00,freezer_temp,4.0,AnPqNov5338gGDDi6GtI
°C,2025-12-04 05:56:57.594000+00:00,freezer_temp,-13.0,AoBs5mKjNm8OsBtLhMv3
°C,2025-12-08 12:24:43.180000+00:00,freezer_temp,0.0,AoITvObb9ijESPYxaWMX
°C,2025-12-06 11:22:29.791000+00:00,freezer_temp,0.0,AoKEB16Izod6rYRxwt5z
°C,2025-12-04 06:54:43.721000+00:00,freezer_temp,9.0,AoLHJUGm6wQi3cy635qZ
°C,2025-12-06 12:27:30.824000+00:00,freezer_temp,-9.0,AoNGychXFRSZcP060ncq
°C,2025-12-08 14:18:51.251000+00:00,freezer_temp,28.62,ApEqXVrtI5pa6aEOp21L
°C,2025-12-06 09:08:36.071000+00:00,freezer_temp,-7.0,ApND8NBdFjVQtpVTahjH
°C,2025-12-06 12:09:21.310000+00:00,freezer_temp,1.0,Aph2FR1RkMIugF5UY0PN
°C,2025-12-04 12:11:20.326000+00:00,freezer_temp,7.0,ApoolrgIY6qBETZLyV3t
°C,2025-12-06 11:14:48.033000+00:00,freezer_temp,0.0,ApxdpTfygfOLgYdn4kfu
°C,2025-12-04 08:38:56.100000+00:00,freezer_temp,12.0,Aq2oWRB331kZ1gaMoLqV
°C,2025-12-04 09:01:08.195000+00:00,freezer_temp,-16.0,AqEvTFLZbQqI8T0BvPu7
°C,2025-12-04 09:16:04.503000+00:00,freezer_temp,-7.0,AqUiozid8YsDR7yXlt1X
°C,2025-12-06 09:11:36.317000+00:00,freezer_temp,10.0,AqgBmhG1IitViZHFJg9F
°C,2025-12-04 08:58:12.949000+00:00,freezer_temp,-6.0,ArZJuBC9GKvEDivcdm0q
°C,2025-12-04 08:00:00.412000+00:00,freezer_temp,-5.0,ArZmcCG0zNDfxQWla1QS
°C,2025-12-05 14:07:16.341000+00:00,freezer_temp,17.0,ArfmOeJSekQzUMSA2QOu
°C,2025-12-09 10:26:44.620000+00:00,freezer_temp,0.0,ArtzvJxbvby7uopmUzXw
°C,2025-12-06 12:14:48.545000+00:00,freezer_temp,-11.0,AsjA0Gltgt15CxB2WIO9
°C,2025-12-10 06:10:17.154000+00:00,freezer_temp,24.75,AtLtRxyrtwdNgTHtHdH2
°C,2025-12-06 09:16:21.791000+00:00,freezer_temp,-6.0,AtR96SHmLIeZ7E7bK5KW
°C,2025-12-09 10:22:24.572000+00:00,freezer_temp,0.0,AtdFO6ZOHRSZxVxLDelC
°C,2025-12-04 09:38:20.372000+00:00,freezer_temp,18.0,AttM62Etxv6QJxGQu2AG
°C,2025-12-08 12:00:45.959000+00:00,freezer_temp,0.0,AtuUu0TEerPfmRYDcehT
°C,2025-12-04 07:12:25.301000+00:00,freezer_temp,10.0,AtxpFsckpVSlafM3NMoD
°C,2025-12-06 09:20:52.186000+00:00,freezer_temp,-5.0,Au2zjuULAHXAY18EIrCA
°C,2025-12-10 05:57:22.123000+00:00,freezer_temp,27.13,AuLKMWeMUKaUNgiX0oFl
°C,2025-12-04 07:25:21.487000+00:00,freezer_temp,4.0,AuSYXrtV7LHBL2e97YOk
°C,2025-12-09 10:24:09.975000+00:00,freezer_temp,0.0,AuwcYTORKB0nISBJrgfJ
°C,2025-12-10 04:38:39.944000+00:00,freezer_temp,0.0,AvOkkwcvZumr8lGVrgqX
°C,2025-12-04 11:31:12.462000+00:00,freezer_temp,19.0,AvUdmg3iEken90oSFWTH
°C,2025-12-06 12:26:06.945000+00:00,freezer_temp,2.0,AvgusbXXVMYfRVZOZ4Q0
°C,2025-12-05 14:24:47.936000+00:00,freezer_temp,13.0,AwKpQ59ei8kZm5zMsMII
°C,2025-12-08 11:20:30.074000+00:00,freezer_temp,28.0,AwdDGQT1oxaKoI6kYKoe
°C,2025-12-06 14:02:03.919000+00:00,freezer_temp,-9.0,Ax9RbSiDQ2lXAF6UVtux
°C,2025-12-05 12:20:41.318000+00:00,freezer_temp,19.0,AxvtWgvuSXFR9gqTiEPH
°C,2025-12-04 07:05:54.692000+00:00,freezer_temp,-11.0,Ay6HQv163xFxaFsnVItS
°C,2025-12-04 10:59:29.539000+00:00,freezer_temp,2.0,AyVlVE5jCqvqPWfHr6Aw
°C,2025-12-10 06:11:47.151000+00:00,freezer_temp,24.81,AyrzVPoD8QScxUYADr8p
°C,2025-12-06 11:14:18.125000+00:00,freezer_temp,-20.0,AyzfOTC0WL5PDlEHLPgL
°C,2025-12-04 09:47:50.899000+00:00,freezer_temp,19.0,AzBHU82qX5zGtbBqAxxm
°C,2025-12-06 12:08:42.196000+00:00,freezer_temp,-6.0,AzDf5A44xE20VJcRISxC
°C,2025-12-09 10:44:00.424000+00:00,freezer_temp,0.0,AzTgPwibHxZqfyWnUZGE
°C,2025-12-04 05:33:42.028000+00:00,freezer_temp,4.0,AzlQZ9DGc4eVW3lc20eW
°C,2025-12-05 11:25:58.787000+00:00,freezer_temp,-19.0,B0Bj3ED9IXaAB0IevyfN
°C,2025-12-08 11:43:47.358000+00:00,freezer_temp,28.0,B0YK1Ofozj83IiAPtwYI
°C,2025-12-04 06:59:54.100000+00:00,freezer_temp,15.0,B1LCvedue0dAKJnVZ7Np
°C,2025-12-04 06:23:37.372000+00:00,freezer_temp,9.0,B1RcOz7Kegrh0OmN9LPO
°C,2025-12-08 11:47:06.531000+00:00,freezer_temp,28.0,B1aphb27qMuFnMmINCQw
°C,2025-12-05 12:19:26.207000+00:00,freezer_temp,-1.0,B1eRgxCPbZLYgkQwaHYe
°C,2025-12-06 12:30:58.088000+00:00,freezer_temp,-15.0,B21ZpFOhTq7ezBVo3rMd
°C,2025-12-04 14:46:25.959000+00:00,freezer_temp,10.0,B2407gZOirJ1WYb2PAPJ
°C,2025-12-04 10:45:04.354000+00:00,freezer_temp,-8.0,B3zCt9ABjHXObGERtLn8
°C,2025-12-06 10:00:10.742000+00:00,freezer_temp,5.0,B44NWkOXr0Qll5Ua9x0S
°C,2025-12-06 10:33:17.773000+00:00,freezer_temp,0.0,B4qeRlRO3sKLx5R0FVhe
°C,2025-12-06 14:13:31.607000+00:00,freezer_temp,1.0,B4taPKeG5WXMqOCkAwWh
°C,2025-12-05 14:52:30.430000+00:00,freezer_temp,5.0,B5Pc1loaK1nGBjBGqo5H
°C,2025-12-05 13:00:20.158000+00:00,freezer_temp,11.0,B5ju1Blg0VrCSYiRl3ps
°C,2025-12-08 14:21:21.270000+00:00,freezer_temp,28.5,B5s2AA8O3nc9BIyMiBU1
°C,2025-12-04 05:33:06.973000+00:00,freezer_temp,0.0,B6O4foAogZAIrOkXkCEq
°C,2025-12-05 14:22:37.722000+00:00,freezer_temp,10.0,B6PClCemMrU7Y2OqZDyi
°C,2025-12-10 06:12:42.159000+00:00,freezer_temp,24.81,B6TeqpPDADkDg6WJkvgO
°C,2025-12-05 12:45:38.730000+00:00,freezer_temp,-9.0,B6kx6P0rCukBHsNA7sKm
°C,2025-12-04 14:27:39.171000+00:00,freezer_temp,-6.0,B7LKHd8O3u8LcSQIicCN
°C,2025-12-04 09:54:07.502000+00:00,freezer_temp,4.0,B7Le70Qz2D4avfQvm6Ym
°C,2025-12-05 13:42:14.042000+00:00,freezer_temp,-1.0,B7gATsaAoPBpLUUMg1Vd
°C,2025-12-04 05:02:58.329000+00:00,freezer_temp,-16.0,B7lDrO5FiVMwaB1O1whn
°C,2025-12-08 14:44:51.792000+00:00,freezer_temp,29.06,B8Are4YdxlF4AkVGUy0V
°C,2025-12-09 10:26:34.688000+00:00,freezer_temp,0.0,B8znUBKX9xICHeCSJ7B8
°C,2025-12-04 06:02:46.959000+00:00,freezer_temp,5.0,B97ff7HOmJGw4zx0GLzq
°C,2025-12-10 05:59:47.115000+00:00,freezer_temp,25.75,B9GFdcwHE6FGJCxE5Hlg
°C,2025-12-06 12:01:51.458000+00:00,freezer_temp,-19.0,BA5P1kxj6pwuMPiEvQOa
°C,2025-12-06 11:20:01.216000+00:00,freezer_temp,-7.0,BAUT8yI4ftQGLAWLzdKk
°C,2025-12-06 11:23:10.854000+00:00,freezer_temp,-4.0,BAXjE40kaZBRIwjZ0Vqq
°C,2025-12-04 08:55:32.715000+00:00,freezer_temp,8.0,BB1hVnIrezn5sZilKAMZ
°C,2025-12-06 10:52:24.405000+00:00,freezer_temp,-1.0,BB1rCLAgEOu221MX1fnI
°C,2025-12-04 05:48:17.533000+00:00,freezer_temp,-1.0,BB2GwDj32ozdnds7EMq4
°C,2025-12-08 11:32:37.338000+00:00,freezer_temp,52.0,BBJm9DAlbnAO8JSaaMc0
°C,2025-12-08 11:21:10.120000+00:00,freezer_temp,28.0,BBwsHlcHhCYFPUuWXcrZ
°C,2025-12-05 14:47:50.019000+00:00,freezer_temp,-2.0,BC7qRhDTvjlh5Lshr65n
°C,2025-12-04 11:31:07.451000+00:00,freezer_temp,-10.0,BCEB7lIFjHSzHrgvkz2a
°C,2025-12-04 10:46:26.701000+00:00,freezer_temp,-6.0,BCiXONteTQWvQzcWZV5G
°C,2025-12-04 05:39:06.038000+00:00,freezer_temp,-2.0,BCyuORFMj3yq3F4xfGZY
°C,2025-12-04 06:10:12.989000+00:00,freezer_temp,11.0,BD0jRv5GrVqse7ctbWC1
°C,2025-12-05 13:04:35.523000+00:00,freezer_temp,19.0,BDhFHooYJFGDkU8D5etw
°C,2025-12-05 13:18:46.844000+00:00,freezer_temp,-13.0,BDxLtvtdmAGxoqaJg75P
°C,2025-12-05 13:01:25.267000+00:00,freezer_temp,-13.0,BEDBU25N5pUGyO7ryG50
°C,2025-12-04 06:18:26.944000+00:00,freezer_temp,8.0,BEQmVmlt8xxp5vvC6qmO
°C,2025-12-06 11:14:50.999000+00:00,freezer_temp,-11.0,BERUbJqVZNbgdnDACVIs
°C,2025-12-04 08:03:15.725000+00:00,freezer_temp,13.0,BEvKhCUodYOFG3QJ4f09
°C,2025-12-05 14:48:30.089000+00:00,freezer_temp,18.0,BFAgIUT6VnsxqSx2MmTb
°C,2025-12-05 14:51:35.344000+00:00,freezer_temp,17.0,BFFJCaRC000VneJ71cZ0
°C,2025-12-04 08:50:02.186000+00:00,freezer_temp,13.0,BFHMJIkjb4s3HBaH44ZJ
°C,2025-12-06 09:43:24.262000+00:00,freezer_temp,1.0,BFTDk7v278RxzNe410bk
°C,2025-12-06 12:05:48.009000+00:00,freezer_temp,-15.0,BG5y4KuI7OmsYsGJj57v
°C,2025-12-10 06:14:52.160000+00:00,freezer_temp,24.81,BG6qZkK7LMDJuJo6kI5V
°C,2025-12-10 05:47:52.113000+00:00,freezer_temp,66.56,BG7j9xGGSdY70TeqoS9j
°C,2025-12-05 13:20:21.984000+00:00,freezer_temp,-13.0,BG8A1F7FldxXtZm8LMtr
°C,2025-12-05 14:17:17.215000+00:00,freezer_temp,-12.0,BGVyhYTkxMwYJXEMd5Qn
°C,2025-12-05 13:41:33.984000+00:00,freezer_temp,17.0,BGcV8mdPchhhGmfuiQEb
°C,2025-12-04 07:01:14.237000+00:00,freezer_temp,5.0,BHEMlKbgAdXGYJeHIziy
°C,2025-12-05 14:10:21.591000+00:00,freezer_temp,9.0,BHGd3ZH0OpIciLYT1des
°C,2025-12-06 10:21:13.532000+00:00,freezer_temp,18.0,BHixInv3kjVnmhPVSeyk
°C,2025-12-10 06:12:12.172000+00:00,freezer_temp,24.81,BI0D1MGbkebAFLJqQIw2
°C,2025-12-05 13:12:26.230000+00:00,freezer_temp,-10.0,BIC9JaC8vdYMU4nROu2o
°C,2025-12-08 11:21:20.019000+00:00,freezer_temp,28.0,BIZi1gB8IjZbSfZwuByJ
°C,2025-12-04 14:47:36.063000+00:00,freezer_temp,-15.0,BIe6gm4dAvWv0yAFdR4S
°C,2025-12-06 10:03:41.125000+00:00,freezer_temp,-5.0,BIiJqh99kJ0o3bQajDOK
°C,2025-12-10 06:16:22.174000+00:00,freezer_temp,24.81,BJSqiudaGoargIhilFTo
°C,2025-12-05 13:01:55.309000+00:00,freezer_temp,-12.0,BJfjjQ4MsAIsDzcsFfII
°C,2025-12-10 06:09:57.153000+00:00,freezer_temp,24.75,BKDjGNMEvXqpwmOARONP
°C,2025-12-05 14:06:36.286000+00:00,freezer_temp,-16.0,BKHgvOt803mUgYkqqE9k
°C,2025-12-04 11:15:05.975000+00:00,freezer_temp,-3.0,BKMOTCJW5lPZv95WevQ5
°C,2025-12-05 12:40:38.207000+00:00,freezer_temp,-10.0,BKOrViIWiWWl3Sb2W2Ef
°C,2025-12-05 13:12:16.211000+00:00,freezer_temp,-15.0,BKa7C2kgrGmX6FWexvS3
°C,2025-12-04 12:26:10.449000+00:00,freezer_temp,-18.0,BKh8iaEUL6PZXUyFr5ky
°C,2025-12-10 04:40:54.919000+00:00,freezer_temp,0.0,BKqgrSFeYPpQqi9EJbXq
°C,2025-12-08 11:36:37.352000+00:00,freezer_temp,29.0,BLZYfaWOwLjWAzuBW238
°C,2025-12-08 14:45:51.874000+00:00,freezer_temp,29.06,BLlpPkUOcjrW3TxC4ufk
°C,2025-12-06 12:13:27.493000+00:00,freezer_temp,-13.0,BM6NxnI3xDqwekdes8A9
°C,2025-12-04 06:20:12.113000+00:00,freezer_temp,13.0,BMj7PWdyKaNNNT4Zvhhw
°C,2025-12-08 14:20:51.267000+00:00,freezer_temp,28.5,BMpcpR3F6MdlTmLIfjdF
°C,2025-12-08 11:40:17.433000+00:00,freezer_temp,26.0,BMpktVnUfGtfWwLHmyb4
°C,2025-12-10 04:49:58.057000+00:00,freezer_temp,28.56,BMv8QgK5sO9MGoBokpwC
°C,2025-12-04 12:07:40.302000+00:00,freezer_temp,5.0,BN06djJ6yhGKHa5CqO72
°C,2025-12-08 11:46:31.613000+00:00,freezer_temp,28.0,BN21XJlsVfp9Z1Tj5dvh
°C,2025-12-04 07:28:41.802000+00:00,freezer_temp,2.0,BNBQimowzD7e0QJbmfBj
°C,2025-12-06 12:10:33.303000+00:00,freezer_temp,-20.0,BNKlO1ty073rp2dep1eM
°C,2025-12-08 12:00:15.955000+00:00,freezer_temp,0.0,BNTzyWaiYWF9nGowKSMi
°C,2025-12-04 09:25:36.212000+00:00,freezer_temp,-18.0,BNktYdGQE50eSMqadiPJ
°C,2025-12-05 14:30:23.452000+00:00,freezer_temp,5.0,BNrDGgooNPWAdnnQ7Ksj
°C,2025-12-04 11:10:10.489000+00:00,freezer_temp,-12.0,BNvOrrqvLbQjSTpA68o8
°C,2025-12-04 08:51:22.287000+00:00,freezer_temp,-11.0,BNz4u65fc04HNmVcYMAE
°C,2025-12-05 11:48:12.642000+00:00,freezer_temp,-5.0,BOdnmlMfQh6Jt5qVzaTG
°C,2025-12-06 09:39:28.879000+00:00,freezer_temp,-3.0,BOsnQa0Zz8dHyNycodcW
°C,2025-12-04 06:13:36.512000+00:00,freezer_temp,6.0,BOzRnSLZQmdvTEFzyU6F
°C,2025-12-06 11:22:11.844000+00:00,freezer_temp,-21.0,BPFasfzqW4fGETMQFhB9
°C,2025-12-10 05:50:52.103000+00:00,freezer_temp,57.5,BPnkyhLMcEeJkSIsGGPN
°C,2025-12-06 09:28:27.864000+00:00,freezer_temp,16.0,BPzzNAdcsobIJwRE0PrP
°C,2025-12-06 09:38:18.752000+00:00,freezer_temp,-7.0,BQ8ah5yiaGlmUXK8YsbD
