unit,ts,sensor,value,document_id,vaule
°C,2025-12-04 06:00:28.663000+00:00,freezer_temp,8.0,FyyHF4jmtSfxTewu7cPG,
°C,2025-12-06 10:14:02.101000+00:00,freezer_temp,10.0,FzO3EZYFXI2tFbekS6ir,
°C,2025-12-06 10:23:33.762000+00:00,freezer_temp,3.0,FzgSfKZmazj7HkdJ0Jon,
°C,2025-12-04 12:23:25.425000+00:00,freezer_temp,-12.0,FzhphqhIK1ZVZnWpKjkW,
°C,2025-12-04 09:00:48.182000+00:00,freezer_temp,-13.0,G0Ad1VOhz4bltQNOkTQG,
°C,2025-12-05 14:26:58.155000+00:00,freezer_temp,-4.0,G0FVGeKsdABfaw1RjFFF,
°C,2025-12-05 11:39:51.942000+00:00,freezer_temp,1.0,G0WH6zVCABmWhPaQ6Mwo,
°C,2025-12-05 11:26:18.827000+00:00,freezer_temp,-8.0,G0X0h0GViQMkaEQ6VzD9,
°C,2025-12-04 05:27:21.476000+00:00,freezer_temp,12.0,G17BN7vRAQC5o25SEx1H,
°C,2025-12-09 10:29:34.586000+00:00,freezer_temp,0.0,G1TjpqX23fGYJawojGUx,
°C,2025-12-04 11:02:59.899000+00:00,freezer_temp,14.0,G1oXF603SoyvHAxpZnkS,
°C,2025-12-04 09:44:35.581000+00:00,freezer_temp,9.0,G1rQ5a4yb41Ocbz0VhuB,
°C,2025-12-04 08:52:37.418000+00:00,freezer_temp,10.0,G2SQEJ1QbZ08dZs72S6g,
°C,2025-12-04 07:44:09.361000+00:00,freezer_temp,-5.0,G2rZIcYXCJwNrpaD8i7r,
°C,2025-12-04 12:08:40.311000+00:00,freezer_temp,5.0,G32DAmDZAANaFvujTw8w,
°C,2025-12-06 14:11:46.590000+00:00,freezer_temp,-3.0,G3TyA2uiCU6RWpZNUaS6,
°C,2025-12-06 14:14:46.695000+00:00,freezer_temp,-11.0,G3lU3psjgrQ5D3ycJuHS,
°C,2025-12-06 14:12:43.572000+00:00,freezer_temp,-24.0,G4OV5ELmX7LDdZvE9VzA,
°C,2025-12-06 10:25:28.945000+00:00,freezer_temp,-8.0,G4hPATNJUxTh2El5Urg1,
°C,2025-12-04 12:01:25.269000+00:00,freezer_temp,5.0,G6BPjXhIVv1CndWeq3NM,
°C,2025-12-08 12:24:18.810000+00:00,freezer_temp,23.25,G6GuucJYgOHRuz6aZxmh,
°C,2025-12-04 06:29:22.904000+00:00,freezer_temp,16.0,G6QuMaeNDUzUcmXE7BDq,
°C,2025-12-06 12:16:51.682000+00:00,freezer_temp,-3.0,G6ZxQfyLijzqyhM7L2WR,
°C,2025-12-10 06:13:22.188000+00:00,freezer_temp,24.81,G6b1Xb72ojauTrTOhLvn,
°C,2025-12-04 12:24:45.433000+00:00,freezer_temp,2.0,G6e4M4nkFGpf6IyQgkW9,
°C,2025-12-06 10:59:14.951000+00:00,freezer_temp,16.0,G7Hjtu1MFUPD02zXQBn7,
°C,2025-12-04 05:58:02.678000+00:00,freezer_temp,10.0,G82UnTnXzmscqzMsvs3K,
°C,2025-12-05 11:53:48.164000+00:00,freezer_temp,-10.0,G83k2oTagIrstxZgFuMy,
°C,2025-12-04 07:25:51.539000+00:00,freezer_temp,-1.0,G8GhlKUUwJV6SVpGxNSG,
°C,2025-12-04 10:49:48.718000+00:00,freezer_temp,-2.0,G8nSqCVufL8XV4x6H65T,
°C,2025-12-05 12:45:08.663000+00:00,freezer_temp,8.0,G8vHFV1c6rVgKchxOyEM,
°C,2025-12-04 07:15:10.523000+00:00,freezer_temp,-11.0,G8yLwqk91Tmh22JlkMHK,
°C,2025-12-06 09:51:29.980000+00:00,freezer_temp,-7.0,G9A7mwg4m41rvRyXDevH,
°C,2025-12-04 14:13:17.757000+00:00,freezer_temp,-14.0,G9AoMkaCAxvAF3Ze54q8,
°C,2025-12-05 12:49:14.043000+00:00,freezer_temp,14.0,G9HVdhYRLKfSWjBZf4Xn,
°C,2025-12-04 07:21:26.122000+00:00,freezer_temp,-16.0,G9UL8BVqyJRJZRkJmJ3J,
°C,2025-12-06 14:17:20.232000+00:00,freezer_temp,-23.0,G9eDDW4dgAth9cCcNWzm,
°C,2025-12-08 11:46:41.545000+00:00,freezer_temp,28.0,G9h6ZS31rafre6OPWE23,
°C,2025-12-08 12:24:53.217000+00:00,freezer_temp,0.0,G9kKYR5CSVWX5r2SVlEC,
°C,2025-12-04 07:54:09.870000+00:00,freezer_temp,-20.0,GAAWAzIxaryotjPuq8BK,
°C,2025-12-06 12:04:45.346000+00:00,freezer_temp,-7.0,GAD76VlBc3cBJcgYg59v,
°C,2025-12-06 10:23:18.760000+00:00,freezer_temp,-13.0,GAUqn28vTLDfMr6Z5dqi,
°C,2025-12-06 12:08:39.207000+00:00,freezer_temp,-8.0,GAZN437eTl0OKbxdycit,
°C,2025-12-04 09:52:36.584000+00:00,freezer_temp,-11.0,GAqFg2px7YhuvCmJUF5r,
°C,2025-12-06 10:07:46.559000+00:00,freezer_temp,-4.0,GB8fGzHAapDCpLDYDMi1,
°C,2025-12-10 04:49:58.056000+00:00,freezer_temp,28.56,GBUv7n4LGPRFKJvv0weT,
°C,2025-12-06 10:39:28.302000+00:00,freezer_temp,-3.0,GBZSUsllhz38pI5hFASb,
°C,2025-12-04 11:30:32.398000+00:00,freezer_temp,-10.0,GBdrZKwcZMaCctEeMP30,
°C,2025-12-06 12:16:36.638000+00:00,freezer_temp,-18.0,GC531W3KK2Q1O9CcoBkZ,
°C,2025-12-04 05:47:08.980000+00:00,freezer_temp,8.0,GChEKy1HdLaIOkLmt7IQ,
°C,2025-12-06 13:59:36.913000+00:00,freezer_temp,-6.0,GCyz8lXYyGhCTBTKdjLl,
°C,2025-12-05 12:20:31.299000+00:00,freezer_temp,-12.0,GD4WrMi3TFVmy61aY7hv,
°C,2025-12-05 12:29:37.086000+00:00,freezer_temp,-10.0,GDHpsMCO7sCMcsjPlqlb,
°C,2025-12-05 12:39:03.037000+00:00,freezer_temp,12.0,GE7ZaA9qxNrRNuq6nHm2,
°C,2025-12-04 05:20:40.825000+00:00,freezer_temp,-5.0,GECcr7zIJwuTZqRNunWx,
°C,2025-12-06 14:14:52.758000+00:00,freezer_temp,-9.0,GEQ7NoxTdboNX8TnYcLT,
°C,2025-12-05 13:45:04.237000+00:00,freezer_temp,2.0,GEXhPia6as9ySho96Yjt,
°C,2025-12-05 13:11:26.125000+00:00,freezer_temp,7.0,GEr9BHodZXGJasxMZVKV,
°C,2025-12-04 07:59:45.376000+00:00,freezer_temp,1.0,GExiTHSwRN1MH5QM0Guk,
°C,2025-12-05 11:49:32.743000+00:00,freezer_temp,-5.0,GFRvQ3jH1sKpevKiUPrt,
°C,2025-12-04 12:01:00.272000+00:00,freezer_temp,-11.0,GFjZXgGtrc1fnMDmB2jk,
°C,2025-12-06 14:07:01.295000+00:00,freezer_temp,-22.0,GGDG4NrrQ92sB7uH7Mwt,
°C,2025-12-04 06:15:11.596000+00:00,freezer_temp,8.0,GGsKLkNhm84e6DqlhKT7,
°C,2025-12-06 11:00:15.058000+00:00,freezer_temp,10.0,GHRsuS6Vyke6BU0MZND8,
°C,2025-12-06 11:13:24.891000+00:00,freezer_temp,-2.0,GHS5ktDCuaEpRDX1IHnE,
°C,2025-12-04 10:03:43.341000+00:00,freezer_temp,-14.0,GI2CwEVdpvc66VD210kM,
°C,2025-12-09 10:29:34.585000+00:00,freezer_temp,0.0,GIIeF5jbhsVbpNstXVNU,
°C,2025-12-08 11:20:50.041000+00:00,freezer_temp,28.0,GJCbBYhujmkkcfDPG30Z,
°C,2025-12-05 12:09:15.307000+00:00,freezer_temp,1.0,GJHfuYOfHIafUZKPH5YJ,
°C,2025-12-04 09:38:30.391000+00:00,freezer_temp,16.0,GJM9d16M2ZT42dekpW81,
°C,2025-12-04 14:24:43.926000+00:00,freezer_temp,-5.0,GJQnOmsNt8U00V4IbntT,
°C,2025-12-04 11:00:04.597000+00:00,freezer_temp,1.0,GJRNsuL5AyDu9Hli8GNd,
°C,2025-12-06 12:06:05.983000+00:00,freezer_temp,-24.0,GJpFAvnT1tp1HsbX53EK,
°C,2025-12-04 05:39:31.073000+00:00,freezer_temp,-8.0,GK0MBpshS5KKJBivTfcS,
°C,2025-12-10 06:07:52.150000+00:00,freezer_temp,24.87,GK44Nii7MhmWqm1TacJS,
°C,2025-12-06 11:29:53.932000+00:00,freezer_temp,-6.0,GKshuX3OWwLKjqz7gzNI,
°C,2025-12-04 09:42:20.367000+00:00,freezer_temp,8.0,GKubVR65r3zHWBz23Y71,
°C,2025-12-04 10:43:20.373000+00:00,freezer_temp,-13.0,GLZ7Pb0o7fZ3PPfzO91Q,
°C,2025-12-05 13:28:07.749000+00:00,freezer_temp,-18.0,GLocTrHBBLoQzmOCFIA2,
°C,2025-12-04 09:52:26.573000+00:00,freezer_temp,-11.0,GM8pQNHI0B7vGqvV3K63,
°C,2025-12-06 14:19:51.861000+00:00,freezer_temp,-22.0,GMABU4NB4AXMyvjKVXhI,
°C,2025-12-08 12:27:38.803000+00:00,freezer_temp,17.75,GMmD8d0M2tLBlXLSHNjV,
°C,2025-12-04 05:30:26.735000+00:00,freezer_temp,9.0,GMufgDNet4RsXNs7r2hx,
°C,2025-12-06 12:06:18.013000+00:00,freezer_temp,-16.0,GNCvKWcHJbVyoZcnuiaM,
°C,2025-12-04 07:56:50.118000+00:00,freezer_temp,-8.0,GNFKt0hsXAaOv9pVgkb4,
°C,2025-12-04 06:53:18.624000+00:00,freezer_temp,7.0,GNHkYfuhVivbI5kGlc9C,
°C,2025-12-10 06:09:32.170000+00:00,freezer_temp,24.75,GNaf9In9CYXrX1tJRQIn,
°C,2025-12-04 11:25:11.946000+00:00,freezer_temp,16.0,GOjaTTFwDUT0NwBaYotR,
°C,2025-12-06 09:09:11.106000+00:00,freezer_temp,-7.0,GOufK1hJejYg5b8JJUDk,
°C,2025-12-06 11:06:24.257000+00:00,freezer_temp,18.0,GPSy2XrWx45gXKnnikZj,
°C,2025-12-04 05:49:44.743000+00:00,freezer_temp,9.0,GPa6wlyfBx1Ew8n5wwwU,
°C,2025-12-04 12:24:50.435000+00:00,freezer_temp,11.0,GPsplElnahPw3Jkv216X,
°C,2025-12-04 08:02:25.642000+00:00,freezer_temp,-2.0,GQNYsrv9kZl2d7V7wtVa,
°C,2025-12-04 05:11:44.151000+00:00,freezer_temp,10.0,GQNxBxUtQH98ogo5shIy,
°C,2025-12-04 06:31:23.093000+00:00,freezer_temp,-13.0,GQRayOoWP786tL7rRK6s,
°C,2025-12-10 04:44:10.582000+00:00,freezer_temp,0.0,GQTUGyKpquPKxAtHiUt9,
°C,2025-12-05 14:40:09.390000+00:00,freezer_temp,16.0,GQVckduVXLPdtiO8HmEt,
°C,2025-12-05 12:10:20.397000+00:00,freezer_temp,15.0,GQdoZQgBfrItLLHCih5C,
°C,2025-12-05 14:10:26.592000+00:00,freezer_temp,-2.0,GQlRPmS6I3xHG0klsYx1,
°C,2025-12-06 14:04:07.173000+00:00,freezer_temp,3.0,GRELoOZ3pjCOYGZMetYt,
°C,2025-12-06 14:04:40.083000+00:00,freezer_temp,-4.0,GRQHFWFHHRnVKRDQP1fQ,
°C,2025-12-06 10:26:22.166000+00:00,freezer_temp,14.0,GRqJohnhC0B2QzB8ti8h,
°C,2025-12-04 10:49:28.698000+00:00,freezer_temp,1.0,GRtqFv5XIF7NK3xYCv0V,
°C,2025-12-04 11:31:22.482000+00:00,freezer_temp,-6.0,GS5AL725TBbOZtK5YkSa,
°C,2025-12-04 06:32:38.202000+00:00,freezer_temp,9.0,GSEeNOhswRGPbWzhTgOP,
°C,2025-12-08 11:31:22.379000+00:00,freezer_temp,66.0,GSPArKbVyCqPUYHGDgQL,
°C,2025-12-06 11:23:19.246000+00:00,freezer_temp,-10.0,GSgWtY97g7HJhqZi8uPu,
°C,2025-12-08 11:56:52.697000+00:00,freezer_temp,0.0,GSkVdRVMnsaY9oMstwOZ,
°C,2025-12-10 05:46:37.105000+00:00,freezer_temp,70.69,GTFWBdcOuKtsDEhDYQV1,
°C,2025-12-04 09:37:25.288000+00:00,freezer_temp,-20.0,GTY1MddYefH9rZzIzGTy,
°C,2025-12-05 14:06:31.285000+00:00,freezer_temp,-17.0,GURmi1QkigZfnxP2Ii5v,
°C,2025-12-04 08:03:40.782000+00:00,freezer_temp,5.0,GUr2UbPKxVVsNQ5I7RrA,
°C,2025-12-05 14:25:02.953000+00:00,freezer_temp,-7.0,GV7kK62eZgWfYerkGaqz,
°C,2025-12-06 12:27:24.896000+00:00,freezer_temp,-1.0,GVXDdjZg3syRxybwTsV8,
°C,2025-12-09 10:26:49.639000+00:00,freezer_temp,0.0,GVYJ9q3exEp3NssLkaAG,
°C,2025-12-06 10:44:13.686000+00:00,freezer_temp,-2.0,GVfjgN4lVvVAwX3QrpFe,
°C,2025-12-04 07:49:24.408000+00:00,freezer_temp,7.0,GWCwHuGIMwV4RVlIMv7t,
°C,2025-12-05 14:08:56.479000+00:00,freezer_temp,-6.0,GWSR49thUD36iLBgeYqL,
°C,2025-12-04 07:58:20.236000+00:00,freezer_temp,15.0,GWp2zvnm8GvOY9XfNiee,
°C,2025-12-04 06:02:31.932000+00:00,freezer_temp,-13.0,GXKIs8wg3SO00INBSFom,
°C,2025-12-04 14:27:34.165000+00:00,freezer_temp,14.0,GXQJLdkTneW2tltEGlKJ,
°C,2025-12-06 09:26:57.746000+00:00,freezer_temp,-1.0,GY0swWSq0DrGVgJ03FV0,
°C,2025-12-04 08:48:16.999000+00:00,freezer_temp,-13.0,GY3i3F3yaDKTfQLscwVx,
°C,2025-12-08 11:23:05.083000+00:00,freezer_temp,28.0,GY732xSvf7eikNtxeqrN,
°C,2025-12-06 12:01:33.435000+00:00,freezer_temp,-8.0,GY87fbcCPFQAknRMQTJR,
°C,2025-12-06 10:30:37.531000+00:00,freezer_temp,2.0,GYLGWtpdBTs2OCnyW6qo,
°C,2025-12-05 14:02:05.844000+00:00,freezer_temp,-17.0,GYfKJ4NgnTf3D7HLw8zr,
°C,2025-12-10 06:16:07.197000+00:00,freezer_temp,24.75,GYwVOExILv3tjXaRESNT,
°C,2025-12-06 09:31:53.211000+00:00,freezer_temp,8.0,GZaRElBv9hbOG3XU5FsF,
°C,2025-12-04 05:58:22.710000+00:00,freezer_temp,-4.0,GZmdmg4oT3Ne5SasDHN9,
°C,2025-12-04 08:51:52.344000+00:00,freezer_temp,12.0,GaI0xwEyx5jTLek6ePUs,
°C,2025-12-04 10:45:54.427000+00:00,freezer_temp,10.0,GaQVtNdzBdWGtBC53Vqo,
°C,2025-12-04 09:59:02.059000+00:00,freezer_temp,-1.0,GcMseEdo7Vcow3pdhDWi,
°C,2025-12-06 11:29:38.832000+00:00,freezer_temp,-8.0,GcOcEMxwBkrKebAo2mW1,
°C,2025-12-04 09:56:33.556000+00:00,freezer_temp,-1.0,GcY03IPe5JQtW4UALaWN,
°C,2025-12-06 14:05:58.127000+00:00,freezer_temp,-21.0,GcYVZ7bH3Z3Sak4EQivy,
°C,2025-12-06 11:23:13.285000+00:00,freezer_temp,-9.0,Gcgw3gQqZtNbbBq4fvVD,
°C,2025-12-04 09:09:59.044000+00:00,freezer_temp,-8.0,GcimvhdbDC7JJjAAfCCI,
°C,2025-12-05 12:40:18.179000+00:00,freezer_temp,12.0,GdF7Ki1dXPUJkF4JvYEF,
°C,2025-12-04 09:51:16.153000+00:00,freezer_temp,13.0,GdrkFTxqm5jJD1bl7KuG,
°C,2025-12-06 09:32:13.250000+00:00,freezer_temp,3.0,GeghDNIRLb0HFeK9rJSo,
°C,2025-12-05 13:11:41.161000+00:00,freezer_temp,-6.0,GgJPuXwHHWKG9WsGODwg,
°C,2025-12-10 04:37:49.912000+00:00,freezer_temp,0.0,GgQ7focHRmhCIt0mJ24m,
°C,2025-12-04 08:46:41.831000+00:00,freezer_temp,-9.0,GgS00juqMkDwIHtJN83i,
°C,2025-12-05 12:17:36.040000+00:00,freezer_temp,-19.0,GgSOAwNfW3dNawMVv6EL,
°C,2025-12-04 07:12:50.334000+00:00,freezer_temp,19.0,GghGyFL5bwromloEKNv7,
°C,2025-12-06 12:00:42.131000+00:00,freezer_temp,-3.0,GgjdowdQp0WItIGEqQcE,
°C,2025-12-10 06:15:42.196000+00:00,freezer_temp,24.81,Ggp6vRj0iw4vN9pHHD9d,
°C,2025-12-04 07:16:00.591000+00:00,freezer_temp,16.0,GgqcXjEgYaCrJqpwRh9m,
°C,2025-12-06 09:56:45.418000+00:00,freezer_temp,19.0,Gh5Cwn87KtzO8uGuLW3m,
°C,2025-12-04 08:47:11.888000+00:00,freezer_temp,-18.0,GhA3DQDHTgpM0LAKnW3A,
°C,2025-12-06 11:21:25.146000+00:00,freezer_temp,-8.0,GhoQJ7E830fhjEnuVB2W,
°C,2025-12-04 09:26:36.321000+00:00,freezer_temp,10.0,Gi4MHWOk7ycT7JnyICFS,
°C,2025-12-10 05:43:46.405000+00:00,freezer_temp,0.0,GiAtwH9KJOVIEDGCf5tY,
°C,2025-12-06 14:04:55.077000+00:00,freezer_temp,-3.0,GiAuaYm9XDVZ8tKXBCrr,
°C,2025-12-04 14:07:02.361000+00:00,freezer_temp,-9.0,GiBChwSmXKKTGMti9ONC,
°C,2025-12-04 10:37:44.508000+00:00,freezer_temp,-13.0,GiRZvpRYTVJ4OWbexbRa,
°C,2025-12-10 05:50:06.564000+00:00,freezer_temp,0.0,GjLD6AX3NM1Kguo6Xsgn,
°C,2025-12-06 11:05:19.141000+00:00,freezer_temp,16.0,Gju0lWdUPJZegCMNBQ4J,
°C,2025-12-06 10:02:31.009000+00:00,freezer_temp,-13.0,Gk0aV1t8BT8iiZ1ixfU6,
°C,2025-12-04 14:15:58.055000+00:00,freezer_temp,-2.0,GlUbTP5ZKceGLZUJiKKI,
°C,2025-12-04 09:08:08.893000+00:00,freezer_temp,-19.0,GligNfQHeeK5OkunSha8,
°C,2025-12-04 07:49:29.421000+00:00,freezer_temp,0.0,GlsQQc1J7Wyg0Ciyp4k1,
°C,2025-12-04 11:17:01.190000+00:00,freezer_temp,-11.0,GluW2f4gG2iCKhwNfUjZ,
°C,2025-12-04 14:50:06.308000+00:00,freezer_temp,-17.0,Glzn6JFzuzjQH3tqUKfh,
°C,2025-12-06 14:12:04.553000+00:00,freezer_temp,-18.0,GmIthhOS1YeWT0KFIdXR,
°C,2025-12-10 05:44:32.076000+00:00,freezer_temp,24.63,GmRLIBacj4bKqIVreL04,
°C,2025-12-10 06:07:37.159000+00:00,freezer_temp,24.94,Gn5Zeu2QYKCFTH8oUn8y,
°C,2025-12-06 12:30:52.047000+00:00,freezer_temp,-2.0,Gn7shmBcqrFMs3igRTwP,
°C,2025-12-06 12:01:57.191000+00:00,freezer_temp,-14.0,GnCNNMcgwnzTCZf2SW3v,
°C,2025-12-08 14:20:01.293000+00:00,freezer_temp,28.5,GnDE8tDHfNSOZQS7UrTR,
°C,2025-12-08 14:19:41.333000+00:00,freezer_temp,28.56,GnRicQWzuPr5v8d6u4Qb,
°C,2025-12-05 13:04:10.480000+00:00,freezer_temp,14.0,GnbVZVS0eHl279iHLFzZ,
°C,2025-12-04 10:49:08.652000+00:00,freezer_temp,7.0,GntsQAvHorwf1fti1zKE,
°C,2025-12-06 11:09:59.560000+00:00,freezer_temp,11.0,Go1yPYGbnFEJKe54rQpM,
°C,2025-12-05 12:54:09.555000+00:00,freezer_temp,-8.0,GoATPFTWJPxrmXKrf5xQ,
°C,2025-12-10 05:50:21.433000+00:00,freezer_temp,0.0,GoIn5rnXbNmBbVqUTlLd,
°C,2025-12-04 09:36:03.272000+00:00,freezer_temp,-6.0,GoWlwpgdFlxuz54O5OHl,
°C,2025-12-08 11:21:00.076000+00:00,freezer_temp,28.0,GoXkxDON5QQPTklcBrZu,
°C,2025-12-04 07:18:00.792000+00:00,freezer_temp,-9.0,GoZzRJKa3IijpOYg1hV9,
°C,2025-12-09 10:42:15.408000+00:00,freezer_temp,0.0,GofQ0X7fjOHVVQVPFH2z,
°C,2025-12-04 07:30:36.976000+00:00,freezer_temp,-2.0,GofxGTxvSIm5koNPQh8z,
°C,2025-12-06 09:13:41.558000+00:00,freezer_temp,12.0,GosU83E5oANMJ8bwr012,
°C,2025-12-06 10:39:23.290000+00:00,freezer_temp,4.0,GpCRwJhsSesInrNeEVNe,
°C,2025-12-06 14:04:13.021000+00:00,freezer_temp,-25.0,GpGxge7Lfcmu2T8N84jD,
°C,2025-12-06 12:14:15.503000+00:00,freezer_temp,-20.0,GplpOPbk1lyPBBF4eNxU,
°C,2025-12-04 12:11:10.326000+00:00,freezer_temp,-16.0,GqFABT4wujMCxnwlEo8o,
°C,2025-12-04 07:01:49.319000+00:00,freezer_temp,4.0,GqLybcbbzwKdF90A4p0q,
°C,2025-12-04 06:10:46.217000+00:00,freezer_temp,17.0,GqwRfSEvH51dM1Y9ZEVN,
°C,2025-12-04 14:45:55.926000+00:00,freezer_temp,-5.0,Gr8wVJpiJOJcrbu5Pa5r,
°C,2025-12-04 09:52:01.544000+00:00,freezer_temp,-1.0,Gr9C9XkUhM45jMoG6s0b,
°C,2025-12-04 10:02:33.239000+00:00,freezer_temp,-3.0,GrEdfVi056clnsGPiHDB,
°C,2025-12-06 11:26:50.559000+00:00,freezer_temp,0.0,GrJ1OpwrJWcjVtV0mTyb,
°C,2025-12-05 12:14:25.736000+00:00,freezer_temp,-16.0,GrPhEDHZAjI96YXzikMq,
°C,2025-12-06 14:21:27.930000+00:00,freezer_temp,-16.0,GrRR6JDfbeVyScp1nGn7,
°C,2025-12-04 06:06:45.273000+00:00,freezer_temp,-19.0,GrV3kbmWWlUrSNmLHtwA,
°C,2025-12-04 11:27:42.167000+00:00,freezer_temp,-13.0,GtvFWCQPGMr0vH4Prizo,
°C,2025-12-05 11:37:16.695000+00:00,freezer_temp,-16.0,GtxEQlaBLw1VOIZ528cl,
°C,2025-12-09 10:25:54.647000+00:00,freezer_temp,0.0,GuCTW1JHKfEMfcucn494,
°C,2025-12-06 12:18:21.772000+00:00,freezer_temp,3.0,GuMFHMKcL3oxBGlUANrw,
°C,2025-12-04 10:58:09.443000+00:00,freezer_temp,-19.0,Gv0RsTh2o2CaURxC205H,
°C,2025-12-04 05:03:28.388000+00:00,freezer_temp,-11.1,Gv1rqAIq2YRFgXsVWtus,
°C,2025-12-04 14:13:57.816000+00:00,freezer_temp,-13.0,Gv6NlT6cBKl3hCOkboIB,
°C,2025-12-10 04:39:39.958000+00:00,freezer_temp,0.0,Gv76x3W4QheN3gGAzclF,
°C,2025-12-04 06:59:29.075000+00:00,freezer_temp,-13.0,GvNAJHzlS3eFUUFrN8f5,
°C,2025-12-08 11:31:52.383000+00:00,freezer_temp,48.0,GvOTPePLAQmQvgPDQtDE,
°C,2025-12-04 14:55:36.818000+00:00,freezer_temp,9.0,GvXdHoY4qQGmARDcyX8x,
°C,2025-12-06 14:20:43.077000+00:00,freezer_temp,-21.0,GvbZiTVzh3q9hIVPshJR,
°C,2025-12-04 09:29:46.625000+00:00,freezer_temp,12.0,GvmNUQKI5tFPCQingGUF,
°C,2025-12-04 07:38:42.671000+00:00,freezer_temp,-8.0,GvqdbsjuxWtVdbPXDZP7,
°C,2025-12-10 06:17:37.197000+00:00,freezer_temp,24.81,GvtVKacS2Z5i1PMyjHAt,
°C,2025-12-05 12:32:47.363000+00:00,freezer_temp,7.0,GvvY97uA3gaTHvIQP2be,
°C,2025-12-06 14:15:43.798000+00:00,freezer_temp,-6.0,GvwUbLsOi8Uf1ghhGSCt,
°C,2025-12-06 14:15:09.658000+00:00,freezer_temp,-8.0,Gw1A9kGfKIyC3UcK5xfg,
°C,2025-12-06 09:09:51.153000+00:00,freezer_temp,-10.0,GxXW51HTJPwRFoLm6eim,
°C,2025-12-05 12:29:17.058000+00:00,freezer_temp,-10.0,GzHyV0xhu74I07D7bLNz,
°C,2025-12-05 12:12:30.606000+00:00,freezer_temp,7.0,GzILnjCgATO041NkerNw,
°C,2025-12-10 05:50:47.128000+00:00,freezer_temp,62.06,GzOLGlyiTE9y0lfQLNhQ,
°C,2025-12-04 09:07:38.834000+00:00,freezer_temp,-2.0,GzZvOAasxbVUIxyPj3Un,
°C,2025-12-04 11:23:46.833000+00:00,freezer_temp,0.0,GzvN3YCpfIY654N206kj,
°C,2025-12-08 11:17:15.338000+00:00,freezer_temp,28.0,H05eT2HeNB8UT73Febbj,
°C,2025-12-06 12:14:42.552000+00:00,freezer_temp,-16.0,H0LotGcTHqZKWFMXN7ZZ,
°C,2025-12-08 11:26:37.391000+00:00,freezer_temp,28.0,H0QsHyX3aJeDLcwc7d6N,
°C,2025-12-05 14:13:06.797000+00:00,freezer_temp,-15.0,H0lkOLcRzzXfRHUrf2no,
°C,2025-12-06 12:16:48.710000+00:00,freezer_temp,1.0,H1R345BszrrlRuFS23dx,
°C,2025-12-06 09:10:56.256000+00:00,freezer_temp,-8.0,H1RriuYzQuxivYnMYuXG,
°C,2025-12-06 12:16:21.681000+00:00,freezer_temp,-3.0,H1dHNXhCiSGPf4xPGpbK,
°C,2025-12-06 10:23:08.731000+00:00,freezer_temp,-4.0,H23jqWk8eJunTXGMRmaU,
°C,2025-12-06 14:19:42.863000+00:00,freezer_temp,3.0,H3CiYOgBaIVN2Z4Kx2oH,
°C,2025-12-06 10:33:27.789000+00:00,freezer_temp,4.0,H3HeiHMhbdXtgJ77Ety0,
°C,2025-12-08 12:27:33.890000+00:00,freezer_temp,17.75,H3q45qa3jMkaLVe2SySP,
°C,2025-12-05 12:40:53.239000+00:00,freezer_temp,-17.0,H3r6t6aKDWI6z0xOAK5C,
°C,2025-12-10 06:09:22.167000+00:00,freezer_temp,24.75,H45SzlVFPx9aX1Ri11vL,
°C,2025-12-04 09:53:07.405000+00:00,freezer_temp,-7.0,H4C8hM9kS8Oa4NYOmJ2E,
°C,2025-12-05 14:28:43.304000+00:00,freezer_temp,-15.0,H4Pz6lVG0ei8eynbeJ1S,
°C,2025-12-04 10:01:33.144000+00:00,freezer_temp,14.0,H58dXhMYtnnO3hyFqTOr,
°C,2025-12-06 14:02:21.906000+00:00,freezer_temp,-8.0,H5EkpXFlbWNCGBDrITTm,
°C,2025-12-04 08:00:10.417000+00:00,freezer_temp,-5.0,H5PfxZeHpTlaYdxT7hNc,
°C,2025-12-04 05:19:30.704000+00:00,freezer_temp,-17.0,H5Pg8qFrqBROKAg3LCs9,
°C,2025-12-06 14:03:06.991000+00:00,freezer_temp,-19.0,H5UhbBRnRT6oxdHSrasI,
°C,2025-12-04 12:06:40.295000+00:00,freezer_temp,-10.0,H5xMak6IA7PjTvDEWtEo,
°C,2025-12-04 08:44:51.612000+00:00,freezer_temp,4.0,H6W7Z1iseNdibPZThtwc,
°C,2025-12-04 14:30:59.506000+00:00,freezer_temp,-10.0,H6trz8bXxDjkB7iHCpOM,
°C,2025-12-04 09:13:24.299000+00:00,freezer_temp,7.0,H7AtVZPFxVOFZ2Xj0Ld3,
°C,2025-12-06 14:04:37.072000+00:00,freezer_temp,-24.0,H7CE5zbqRdYXSC6qSpkR,
°C,2025-12-04 05:26:36.399000+00:00,freezer_temp,-17.0,H7G1N98g0TwTmyafZv57,
°C,2025-12-04 05:25:21.272000+00:00,freezer_temp,-15.0,H7VLQI2Dzah42o5mZzA0,
°C,2025-12-05 14:12:26.743000+00:00,freezer_temp,13.0,H87O2djlrFAotWnwamvN,
°C,2025-12-06 12:15:27.609000+00:00,freezer_temp,-15.0,H8L9L2CKPNBzcL4nrkhJ,
°C,2025-12-08 11:16:45.095000+00:00,freezer_temp,28.0,H9FKiWsp20XoHuXF32tR,
°C,2025-12-04 07:46:49.182000+00:00,freezer_temp,13.0,H9dWxA8DbJxcIBIijmvf,
